entity_name,year,summary_url,disc_url,last_checked
"21c, LLC",2024,https://www.sec.state.ma.us/LobbyistPublicSearch/Summary.aspx?sysvalue=vaOOB4xLr17uOlDTEexToCIgVktzTowTHDxMh68dzxw=,https://www.sec.state.ma.us/LobbyistPublicSearch/CompleteDisclosure.aspx?sysvalue=hTpfuAXMhicRvD5o4yuXgV37dyqQoUDisAp0HQj3O1pvbVeMcoDoacAMaRr2Mf99,
"21c, LLC",2024,https://www.sec.state.ma.us/LobbyistPublicSearch/Summary.aspx?sysvalue=vaOOB4xLr17uOlDTEexToCIgVktzTowTHDxMh68dzxw=,https://www.sec.state.ma.us/LobbyistPublicSearch/CompleteDisclosure.aspx?sysvalue=hTpfuAXMhicRvD5o4yuXgXAU1mOSIPF3KjdioJzQK7GTBYZqIBleIjHEgHlgIwyR,
"27 South Strategies, LLC",2024,https://www.sec.state.ma.us/LobbyistPublicSearch/Summary.aspx?sysvalue=vaOOB4xLr17uOlDTEexToLJGaPu8imTWWjtAcbtwXKw=,https://www.sec.state.ma.us/LobbyistPublicSearch/CompleteDisclosure.aspx?sysvalue=hTpfuAXMhicRvD5o4yuXgcoLYtPytS6Q7w2M3NiYM53n7demZYWm18Dr0xTUMf5r,
"27 South Strategies, LLC",2024,https://www.sec.state.ma.us/LobbyistPublicSearch/Summary.aspx?sysvalue=vaOOB4xLr17uOlDTEexToLJGaPu8imTWWjtAcbtwXKw=,https://www.sec.state.ma.us/LobbyistPublicSearch/CompleteDisclosure.aspx?sysvalue=hTpfuAXMhicRvD5o4yuXgSXfpEfLke3lETpI5Y7C2e2ZM0l4wjjv9/832arPlMVR,
Anthony Arthur Abdelahad,2024,https://www.sec.state.ma.us/LobbyistPublicSearch/Summary.aspx?sysvalue=vaOOB4xLr17uOlDTEexToIZaI0RYElFBc0rF4Rmp3l0=,https://www.sec.state.ma.us/LobbyistPublicSearch/CompleteDisclosure.aspx?sysvalue=hTpfuAXMhicRvD5o4yuXgaWNEJe/apgcdJzXHHB7EAFtcbyEbYn5gedl83dcomhZ,
Anthony Arthur Abdelahad,2024,https://www.sec.state.ma.us/LobbyistPublicSearch/Summary.aspx?sysvalue=vaOOB4xLr17uOlDTEexToIZaI0RYElFBc0rF4Rmp3l0=,https://www.sec.state.ma.us/LobbyistPublicSearch/CompleteDisclosure.aspx?sysvalue=hTpfuAXMhicRvD5o4yuXgX4ZlWvTdlv0vC9lWfSD8xBev6weUSYRembZkGXq/wAw,
Viviana Maria Abreu-Hernandez,2024,https://www.sec.state.ma.us/LobbyistPublicSearch/Summary.aspx?sysvalue=vaOOB4xLr17uOlDTEexToM2HWp6YmFE+YgO96aP/A5I=,https://www.sec.state.ma.us/LobbyistPublicSearch/CompleteDisclosure.aspx?sysvalue=hTpfuAXMhicRvD5o4yuXgZSPqXbo58KwzgYFGPnBNPd/utUZ2MOz/4DydO/+etzT,
Nicholas Acquavito,2024,https://www.sec.state.ma.us/LobbyistPublicSearch/Summary.aspx?sysvalue=vaOOB4xLr17uOlDTEexToHfiM0QaH5N/SlsPCxInyYY=,https://www.sec.state.ma.us/LobbyistPublicSearch/CompleteDisclosure.aspx?sysvalue=hTpfuAXMhicRvD5o4yuXgdXzTBWuPOKsWr88jvo1uqpbSCKVcja8IQNZ21oepaN2,
Nicholas Acquavito,2024,https://www.sec.state.ma.us/LobbyistPublicSearch/Summary.aspx?sysvalue=vaOOB4xLr17uOlDTEexToHfiM0QaH5N/SlsPCxInyYY=,https://www.sec.state.ma.us/LobbyistPublicSearch/CompleteDisclosure.aspx?sysvalue=hTpfuAXMhicRvD5o4yuXgeAhpJRceda9+GC5qh19Tu3NgpsKYj5zIi3vP8/7SQk8,
Nicholas Adamopoulos,2024,https://www.sec.state.ma.us/LobbyistPublicSearch/Summary.aspx?sysvalue=vaOOB4xLr17uOlDTEexToPlZbcNrYW4d+NHy8foCdug=,https://www.sec.state.ma.us/LobbyistPublicSearch/CompleteDisclosure.aspx?sysvalue=hTpfuAXMhicRvD5o4yuXgTa0rHR+xuAgTsnk7DvffCxWlwjehga1XRda6Xkd8INn,
Nicholas Adamopoulos,2024,https://www.sec.state.ma.us/LobbyistPublicSearch/Summary.aspx?sysvalue=vaOOB4xLr17uOlDTEexToPlZbcNrYW4d+NHy8foCdug=,https://www.sec.state.ma.us/LobbyistPublicSearch/CompleteDisclosure.aspx?sysvalue=hTpfuAXMhicRvD5o4yuXgfEQS+TMIy9RZrDGQAXzkTda3kZjhYTzYl8QH0K2sHDI,
Susan L. Adams,2024,https://www.sec.state.ma.us/LobbyistPublicSearch/Summary.aspx?sysvalue=vaOOB4xLr17uOlDTEexToM8kt7PGk1rFfzSJr+3NjaI=,https://www.sec.state.ma.us/LobbyistPublicSearch/CompleteDisclosure.aspx?sysvalue=hTpfuAXMhicRvD5o4yuXgeI2+Z6mVkQfGSvtx36ohJ5mD2ESK451cWsr9Ics4LDr,
Susan L. Adams,2024,https://www.sec.state.ma.us/LobbyistPublicSearch/Summary.aspx?sysvalue=vaOOB4xLr17uOlDTEexToM8kt7PGk1rFfzSJr+3NjaI=,https://www.sec.state.ma.us/LobbyistPublicSearch/CompleteDisclosure.aspx?sysvalue=hTpfuAXMhicRvD5o4yuXgar/Enj7muUqXMFxtT6DGy4MT+l3WzC4Hv9QMVN+eWSN,
Danielle Adams,2024,https://www.sec.state.ma.us/LobbyistPublicSearch/Summary.aspx?sysvalue=vaOOB4xLr17uOlDTEexToAsmQp3G5lbjlFjEDlXNctg=,https://www.sec.state.ma.us/LobbyistPublicSearch/CompleteDisclosure.aspx?sysvalue=hTpfuAXMhicRvD5o4yuXgarrGBNmmP+XKS5LPYC209FsZyO17aECxP2LfYK98SBk,
Danielle Adams,2024,https://www.sec.state.ma.us/LobbyistPublicSearch/Summary.aspx?sysvalue=vaOOB4xLr17uOlDTEexToAsmQp3G5lbjlFjEDlXNctg=,https://www.sec.state.ma.us/LobbyistPublicSearch/CompleteDisclosure.aspx?sysvalue=hTpfuAXMhicRvD5o4yuXga9jSL+3c6bSmcJxArWt8Hx0p7Q3TTZRYQArqGrjbtf7,
DDC Advocacy LLC,2024,https://www.sec.state.ma.us/LobbyistPublicSearch/Summary.aspx?sysvalue=vaOOB4xLr17uOlDTEexToCzVvJSzOSmwUD8ek+H6jaQ=,https://www.sec.state.ma.us/LobbyistPublicSearch/CompleteDisclosure.aspx?sysvalue=hTpfuAXMhicRvD5o4yuXgR71KMTsVPocmGsLQ58jVmuBc9Z0+8EHhwq4ON2Oj4dD,
Paul G. Afonso,2024,https://www.sec.state.ma.us/LobbyistPublicSearch/Summary.aspx?sysvalue=vaOOB4xLr17uOlDTEexToBKdxfxjWqUjuQgrnj88sIc=,https://www.sec.state.ma.us/LobbyistPublicSearch/CompleteDisclosure.aspx?sysvalue=hTpfuAXMhicRvD5o4yuXgQtUAPSKwYocfdm1SB+dnZK/fZ8BhNL8e24lWW+jN5vp,
Paul G. Afonso,2024,https://www.sec.state.ma.us/LobbyistPublicSearch/Summary.aspx?sysvalue=vaOOB4xLr17uOlDTEexToBKdxfxjWqUjuQgrnj88sIc=,https://www.sec.state.ma.us/LobbyistPublicSearch/CompleteDisclosure.aspx?sysvalue=hTpfuAXMhicRvD5o4yuXgVTwhl+nT0vO3Bh9T5GPvd430+NfeAMeJx+JQ+HwKv1A,
Vishakha Agarwal,2024,https://www.sec.state.ma.us/LobbyistPublicSearch/Summary.aspx?sysvalue=vaOOB4xLr17uOlDTEexToPX5KwCTnjlwpzILeNTJt/E=,https://www.sec.state.ma.us/LobbyistPublicSearch/CompleteDisclosure.aspx?sysvalue=hTpfuAXMhicRvD5o4yuXgU9C6Gm1BoXXC7h3Qi3Ytw7H2cL/71tD3BryDVEkrd7c,
Vishakha Agarwal,2024,https://www.sec.state.ma.us/LobbyistPublicSearch/Summary.aspx?sysvalue=vaOOB4xLr17uOlDTEexToPX5KwCTnjlwpzILeNTJt/E=,https://www.sec.state.ma.us/LobbyistPublicSearch/CompleteDisclosure.aspx?sysvalue=hTpfuAXMhicRvD5o4yuXgZfJp7bKMEwozzt/7gnP3r9pI2zQKIHgUKxCaFq7S2NG,
Aaron Agulnek,2024,https://www.sec.state.ma.us/LobbyistPublicSearch/Summary.aspx?sysvalue=vaOOB4xLr17uOlDTEexToBo1TUa+fA7XnuVN/pIRGKY=,https://www.sec.state.ma.us/LobbyistPublicSearch/CompleteDisclosure.aspx?sysvalue=hTpfuAXMhicRvD5o4yuXgY2hfOrszDnaRhjPXYGdJxw510I3FVGKqEw1T4GL8Nl3,
Aaron Agulnek,2024,https://www.sec.state.ma.us/LobbyistPublicSearch/Summary.aspx?sysvalue=vaOOB4xLr17uOlDTEexToBo1TUa+fA7XnuVN/pIRGKY=,https://www.sec.state.ma.us/LobbyistPublicSearch/CompleteDisclosure.aspx?sysvalue=hTpfuAXMhicRvD5o4yuXgc93PzPTcWSPkEUiMGcsYQVGhpWmJgUf7gax90rMDuiZ,
Josie Ahlberg,2024,https://www.sec.state.ma.us/LobbyistPublicSearch/Summary.aspx?sysvalue=vaOOB4xLr17uOlDTEexToJ4z+gvXdkqwiVHiQyEKPpw=,https://www.sec.state.ma.us/LobbyistPublicSearch/CompleteDisclosure.aspx?sysvalue=hTpfuAXMhicRvD5o4yuXgYCwnYvAmsla/TJGEeQZuohPZTOoXQLZOM35T2Gt9Yb/,
Josie Ahlberg,2024,https://www.sec.state.ma.us/LobbyistPublicSearch/Summary.aspx?sysvalue=vaOOB4xLr17uOlDTEexToJ4z+gvXdkqwiVHiQyEKPpw=,https://www.sec.state.ma.us/LobbyistPublicSearch/CompleteDisclosure.aspx?sysvalue=hTpfuAXMhicRvD5o4yuXgXKQCiVIHYOkczE7g2snzpYzmxqm/lvuxk3Nm7Uknbqf,
Kola Akindele,2024,https://www.sec.state.ma.us/LobbyistPublicSearch/Summary.aspx?sysvalue=vaOOB4xLr17uOlDTEexToIvwrY/ijqeAMyTwUp/GBWA=,https://www.sec.state.ma.us/LobbyistPublicSearch/CompleteDisclosure.aspx?sysvalue=hTpfuAXMhicRvD5o4yuXgeEErSGDW0Qwz/kLMSnq9EecApg8xFxPXqCykT5OFOkF,
Kola Akindele,2024,https://www.sec.state.ma.us/LobbyistPublicSearch/Summary.aspx?sysvalue=vaOOB4xLr17uOlDTEexToIvwrY/ijqeAMyTwUp/GBWA=,https://www.sec.state.ma.us/LobbyistPublicSearch/CompleteDisclosure.aspx?sysvalue=hTpfuAXMhicRvD5o4yuXgVMUMB0NFesWJrFmbuQZja4YSbAyqsJ1q76Je+KtjeCb,
Charles Thomas Alagero,2024,https://www.sec.state.ma.us/LobbyistPublicSearch/Summary.aspx?sysvalue=vaOOB4xLr17uOlDTEexToJ8SQ5YJG/0pdBeauVXAb8E=,https://www.sec.state.ma.us/LobbyistPublicSearch/CompleteDisclosure.aspx?sysvalue=hTpfuAXMhicRvD5o4yuXgV0/d3Bqm515tZVLQ+1LsUnusdDSVtkZmf34YrcIXDwZ,
Charles Thomas Alagero,2024,https://www.sec.state.ma.us/LobbyistPublicSearch/Summary.aspx?sysvalue=vaOOB4xLr17uOlDTEexToJ8SQ5YJG/0pdBeauVXAb8E=,https://www.sec.state.ma.us/LobbyistPublicSearch/CompleteDisclosure.aspx?sysvalue=hTpfuAXMhicRvD5o4yuXgen0U1aXFk432L4xIzpqyaOx+vXQk75pFX2SwO+YXaNO,
Allison Alaimo,2024,https://www.sec.state.ma.us/LobbyistPublicSearch/Summary.aspx?sysvalue=vaOOB4xLr17uOlDTEexToKqx7iVbUonMeNELMPTPN64=,https://www.sec.state.ma.us/LobbyistPublicSearch/CompleteDisclosure.aspx?sysvalue=hTpfuAXMhicRvD5o4yuXgXOzjJXTVaJxnfyGn7fQQ6ai4dllO9n2+LEIX2rBAi65,
Allison Alaimo,2024,https://www.sec.state.ma.us/LobbyistPublicSearch/Summary.aspx?sysvalue=vaOOB4xLr17uOlDTEexToKqx7iVbUonMeNELMPTPN64=,https://www.sec.state.ma.us/LobbyistPublicSearch/CompleteDisclosure.aspx?sysvalue=hTpfuAXMhicRvD5o4yuXgW5TYH6dhY6McJQ/gCnbyTB/r1iYH9Ky0IOBF6hFN4l0,
Pisano Alan,2024,https://www.sec.state.ma.us/LobbyistPublicSearch/Summary.aspx?sysvalue=vaOOB4xLr17uOlDTEexToMHkRz163FG2iW5jwomK8oU=,https://www.sec.state.ma.us/LobbyistPublicSearch/CompleteDisclosure.aspx?sysvalue=hTpfuAXMhicRvD5o4yuXgZY284YF/hnTGb5+XngeO6TlkzxDS18D9qwxSS6Rpaf1,
Pisano Alan,2024,https://www.sec.state.ma.us/LobbyistPublicSearch/Summary.aspx?sysvalue=vaOOB4xLr17uOlDTEexToMHkRz163FG2iW5jwomK8oU=,https://www.sec.state.ma.us/LobbyistPublicSearch/CompleteDisclosure.aspx?sysvalue=hTpfuAXMhicRvD5o4yuXgeAEsbQjH0Drr0ms+ZjelCX4ms0Pg6UaQhpw+lZtBY2S,
David Albright,2024,https://www.sec.state.ma.us/LobbyistPublicSearch/Summary.aspx?sysvalue=vaOOB4xLr17uOlDTEexToHdgt9z6H7lWNo/k23rXq0c=,https://www.sec.state.ma.us/LobbyistPublicSearch/CompleteDisclosure.aspx?sysvalue=hTpfuAXMhicRvD5o4yuXgb+rNi8qlwHTnAYUkWRQtW+Y+0J6+j0SwtgEwp2kbs4q,
David Albright,2024,https://www.sec.state.ma.us/LobbyistPublicSearch/Summary.aspx?sysvalue=vaOOB4xLr17uOlDTEexToHdgt9z6H7lWNo/k23rXq0c=,https://www.sec.state.ma.us/LobbyistPublicSearch/CompleteDisclosure.aspx?sysvalue=hTpfuAXMhicRvD5o4yuXgU0eZ/crnRS53avfwCANo1Y3dcmbJ3RlFXE9Ug9xNmnS,
