,entity_name,client_name,year,reg_type,compensation
1102,Daniel R. Cullinane,"Massachusetts and Rhode Island Insurance Federation, Inc.",2024,Lobbyist,27000.0
1103,Daniel R. Cullinane,Massachusetts Manufacturing Extension Partnership,2024,Lobbyist,30000.0
1104,Daniel R. Cullinane,Monster Energy Company,2024,Lobbyist,30000.0
1105,Daniel R. Cullinane,"Moody's Analytics, Inc.",2024,Lobbyist,9000.0
1106,Daniel R. Cullinane,"Motorola Solutions, INC.",2024,Lobbyist,15000.0
1107,Daniel R. Cullinane,NEADS INC.,2024,Lobbyist,24000.0
1108,Daniel R. Cullinane,"New England Life Flight, Inc.",2024,Lobbyist,15000.0
1109,Daniel R. Cullinane,"Novartis Services, Inc.",2024,Lobbyist,36000.0
1110,Daniel R. Cullinane,"Omega Flex, Inc.",2024,Lobbyist,19500.0
1111,Daniel R. Cullinane,Ondas Holdings,2024,Lobbyist,35000.0
1112,Daniel R. Cullinane,"Otsuka America Pharmaceutical, Inc.",2024,Lobbyist,24000.0
1113,Daniel R. Cullinane,"Sterling Suffolk Racecourse, LLC",2024,Lobbyist,45000.0
1114,Daniel R. Cullinane,"The New England Center for Children, Inc.",2024,Lobbyist,45000.0
1115,Daniel R. Cullinane,"TicketNetwork, INC.",2024,Lobbyist,18000.0
1116,Daniel R. Cullinane,United Services Automobile Association (USAA),2024,Lobbyist,27000.0
1117,Daniel R. Cullinane,United South End Settlements,2024,Lobbyist,30000.0
1118,Daniel R. Cullinane,Yankee Atomic Electric Company,2024,Lobbyist,6000.0
1119,Daniel R. Cullinane,"Community Resources for Justice, Inc.",2024,Lobbyist,30000.0
1120,Daniel R. Cullinane,Total salaries received,2024,Lobbyist,1792799.98
1121,Sean Q Curran,"Salesforce.com, Inc.",2024,Lobbyist,45000.0
1122,Sean Q Curran,Accenture LLP,2024,Lobbyist,60000.0
1123,Sean Q Curran,Amazon.com Services LLC,2024,Lobbyist,42000.0
1124,Sean Q Curran,"NetApp U.S. Public Sector, Inc.",2024,Lobbyist,39000.0
1125,Sean Q Curran,Total salaries received,2024,Lobbyist,186000.0
1126,Gregory Michael D'Agostino,Altria Client Services LLC,2024,Lobbyist,0.0
1127,Gregory Michael D'Agostino,"Triangle, Inc",2024,Lobbyist,24000.0
1128,Gregory Michael D'Agostino,Professional Fire Fighters of Massachusetts,2024,Lobbyist,21000.0
1129,Gregory Michael D'Agostino,"NATIONAL GUARD ASSOCIATION OF MASSACHUSETTS, INC., THE",2024,Lobbyist,6000.0
1130,Gregory Michael D'Agostino,Massachusetts Association of Residential Care Home,2024,Lobbyist,33000.0
1131,Gregory Michael D'Agostino,"Massachusetts Concrete & Aggregate Producers Association, Inc.",2024,Lobbyist,0.0
1132,Gregory Michael D'Agostino,No client,2024,Lobbyist,0.0
1133,Gregory Michael D'Agostino,Total salaries received,2024,Lobbyist,190000.0
1134,James Michael Daiute,"Brookline Community Mental Health Center, Inc.",2024,Lobbyist,45000.0
1135,James Michael Daiute,"Walker, Inc.",2024,Lobbyist,45000.0
1136,James Michael Daiute,"Edward M. Kennedy Community Health Center, Inc.",2024,Lobbyist,30000.0
1137,James Michael Daiute,"Massachusetts Down Syndrome Congress, Inc.",2024,Lobbyist,30000.0
1138,James Michael Daiute,"Greater New Bedford Community Health Center, Inc.",2024,Lobbyist,60000.0
1139,James Michael Daiute,"BPE, Inc.",2024,Lobbyist,22500.0
1140,James Michael Daiute,"Robert F. Kennedy Community Alliance, Inc.",2024,Lobbyist,45000.0
1141,James Michael Daiute,"Greater Lawrence Family Health Center, Inc.",2024,Lobbyist,30000.0
1142,James Michael Daiute,"EO Care, Inc.",2024,Lobbyist,0.0
1143,James Michael Daiute,"MAXIMUS, Inc.",2024,Lobbyist,39000.0
1144,James Michael Daiute,"The Possible Project, Inc.",2024,Lobbyist,22500.0
1145,James Michael Daiute,"Baystate Health, Inc.",2024,Lobbyist,12000.0
1146,James Michael Daiute,"Latham Centers, Inc.",2024,Lobbyist,30000.0
1147,James Michael Daiute,"Justice Resource Institute, Inc.",2024,Lobbyist,12000.0
1148,James Michael Daiute,"Volunteers Of America Of Massachusetts, Inc.",2024,Lobbyist,30000.0
1149,James Michael Daiute,"SOUTH MIDDLESEX OPPORTUNITY COUNCIL, INC.",2024,Lobbyist,30000.0
1150,James Michael Daiute,Massachusetts Association of Chapter 766 Approved Private Schools,2024,Lobbyist,27000.0
1151,James Michael Daiute,Total salaries received,2024,Lobbyist,510000.0
1152,Mark J Delaney,Air Conditioning Association of New England (ACA/NE),2024,Lobbyist,24000.0
1153,Mark J Delaney,Taunton Municipal Lighting Plant,2024,Lobbyist,13000.0
1154,Mark J Delaney,Verizon Corporate Resources Group LLC,2024,Lobbyist,15000.0
1155,Mark J Delaney,"SUNRISE SENIOR LIVING MANAGEMENT, INC.",2024,Lobbyist,15000.0
1156,Mark J Delaney,"Massachusetts Manufactured Housing Association, Inc.",2024,Lobbyist,7500.0
1157,Mark J Delaney,STEEL FABRICATORS OF NEW ENGLAND,2024,Lobbyist,10000.0
1158,Mark J Delaney,Greater Boston Real Estate Board,2024,Lobbyist,38862.0
1159,Mark J Delaney,Massachusetts Association of Realtors,2024,Lobbyist,55317.96
1160,Mark J Delaney,"Massasoit Greyhound Association, Inc.",2024,Lobbyist,0.0
1161,Mark J Delaney,Total salaries received,2024,Lobbyist,178679.96
1162,Alicia DelVento,Vertex Pharmaceuticals Incorporated,2024,Lobbyist,60000.0
1163,Alicia DelVento,"Nurtury, Inc.",2024,Lobbyist,18000.0
1164,Alicia DelVento,Greater Boston Sickle Cell Disease Association,2024,Lobbyist,20000.0
1165,Alicia DelVento,"Community Care Cooperative, Inc.",2024,Lobbyist,24000.0
1166,Alicia DelVento,Health Equity Compact,2024,Lobbyist,30000.0
1167,Alicia DelVento,Latinos for Education,2024,Lobbyist,24000.0
1168,Alicia DelVento,"The Massachusetts League of Community Health Centers, Inc.",2024,Lobbyist,45000.0
1169,Alicia DelVento,1199SEIU,2024,Lobbyist,25000.0
1170,Alicia DelVento,The New Commonwealth Racial Equity and Social Justice Fund Inc.,2024,Lobbyist,45000.0
1171,Alicia DelVento,Fenway Community Health Center,2024,Lobbyist,0.0
1172,Alicia DelVento,Total salaries received,2024,Lobbyist,291000.0
1173,Alicia DelVento,"The Latina Circle, Inc",2024,Lobbyist,0.0
1174,Alicia DelVento,"North Shore Community Health, Inc.",2024,Lobbyist,10000.0
1175,"Dewey Square Group, LLC",SouthCoast Wind Energy LLC,2024,Lobbyist Entity,65000.0
1176,"Dewey Square Group, LLC",Enbridge ( U. S. ) Inc.,2024,Lobbyist Entity,18000.0
1177,"Dewey Square Group, LLC",New England Aquarium Corporation,2024,Lobbyist Entity,60000.0
1178,"Dewey Square Group, LLC","Massachusetts Interscholastic Athletic Association, Incorp.",2024,Lobbyist Entity,30000.0
1179,"Dewey Square Group, LLC","REACH OUT AND READ, INC.",2024,Lobbyist Entity,55000.0
1180,"Dewey Square Group, LLC",Tenet Business Services Corporation,2024,Lobbyist Entity,125000.0
1181,"Dewey Square Group, LLC","Prolerized New England Company, LLC",2024,Lobbyist Entity,30000.0
1182,"Dewey Square Group, LLC","Amplify Education, Inc.",2024,Lobbyist Entity,37000.0
1183,"Dewey Square Group, LLC","MAXIMUS, Inc.",2024,Lobbyist Entity,30000.0
1184,"Dewey Square Group, LLC","Molina Healthcare, Inc.",2024,Lobbyist Entity,48000.0
1185,"Dewey Square Group, LLC","Outfront Media, LLC",2024,Lobbyist Entity,30000.0
1186,"Dewey Square Group, LLC","Bamboo Health, Inc.",2024,Lobbyist Entity,48000.0
1187,"Dewey Square Group, LLC","Scholastic, Inc.",2024,Lobbyist Entity,35000.0
1188,"Dewey Square Group, LLC",EDP Renewables North America LLC,2024,Lobbyist Entity,30000.0
1189,"Dewey Square Group, LLC","Massachusetts Affordable Housing Alliance, Inc.",2024,Lobbyist Entity,30000.0
1190,"Dewey Square Group, LLC",Massachusetts for Mental Health Options,2024,Lobbyist Entity,75000.0
1191,"Dewey Square Group, LLC",Total salaries received,2024,Lobbyist Entity,746000.0
1192,"Dewey Square Group, LLC",American Investment Council Ltd.,2024,Lobbyist Entity,3500.0
1193,"Dewey Square Group, LLC","Everett Landco, LLC",2024,Lobbyist Entity,30000.0
1194,"Dewey Square Group, LLC",Allwyn North America,2024,Lobbyist Entity,16000.0
1195,Salvatore Francis DiMasi,Harvard Street Neighborhood Health Center Inc.,2024,Lobbyist,15000.0
1196,Salvatore Francis DiMasi,"Montachusett Veterans Outreach Center, Inc.",2024,Lobbyist,9000.0
1197,Salvatore Francis DiMasi,"North End Community Health Committee, Inc.",2024,Lobbyist,15000.0
1198,Salvatore Francis DiMasi,"Massachusetts Housing and Shelter Alliance, Inc.",2024,Lobbyist,18000.0
1199,Salvatore Francis DiMasi,Total salaries received,2024,Lobbyist,57000.0
1200,Salvatore Francis DiMasi,Massachusetts Association of Criminal Defense Attorneys,2024,Lobbyist,12000.0
1201,Robert A. Durand,"RCAP Solutions, Inc",2024,Lobbyist,39000.0
1202,Robert A. Durand,"Vicinity Energy, LLC",2024,Lobbyist,36000.0
1203,Robert A. Durand,Maritime Alliance in Defense of Designated Port Areas Inc.,2024,Lobbyist,21000.0
1204,Robert A. Durand,Total salaries received,2024,Lobbyist,96000.0
1205,Edward J Smith,Theatre Owners of New England Inc,2024,Lobbyist Entity,5000.0
1206,Edward J Smith,"The Real Estate Bar Association for Massachusetts, Inc.",2024,Lobbyist Entity,29132.0
1207,Edward J Smith,Total salaries received,2024,Lobbyist Entity,34132.0
1208,"ENE Strategies, LLC",Braintree Electric Light Department,2024,Lobbyist Entity,10575.0
1209,"ENE Strategies, LLC",Concord Municipal Light Plant,2024,Lobbyist Entity,5370.0
1210,"ENE Strategies, LLC",Hudson Light and Power,2024,Lobbyist Entity,5370.0
1211,"ENE Strategies, LLC",Littleton Electric Light and Water Department,2024,Lobbyist Entity,4250.0
1212,"ENE Strategies, LLC",Merrimac Municipal Light Department,2024,Lobbyist Entity,2400.0
1213,"ENE Strategies, LLC",Reading Municipal Light Department,2024,Lobbyist Entity,18444.0
1214,"ENE Strategies, LLC",Wellesley Municipal Light Plant,2024,Lobbyist Entity,5370.0
1215,"ENE Strategies, LLC",FirstLight Power Inc.,2024,Lobbyist Entity,22525.0
1216,"ENE Strategies, LLC",Taunton Municipal Lighting Plant,2024,Lobbyist Entity,10575.0
1217,"ENE Strategies, LLC",Total salaries received,2024,Lobbyist Entity,84879.0
1218,EPM Consulting LLC,"Employer Coalition on Health, Inc.",2024,Lobbyist Entity,0.0
1219,EPM Consulting LLC,Total salaries received,2024,Lobbyist Entity,0.0
1220,John V. Fernandes,Cape Cod Cranberry Growers' Association,2024,Lobbyist,27000.0
1221,John V. Fernandes,MASSACHUSETTS COLLECTORS' AND TREASURERS' ASSOCIATION INC.,2024,Lobbyist,26400.0
1222,John V. Fernandes,"Massachusetts Association of Dairy Farmers, Inc.",2024,Lobbyist,13749.0
1223,John V. Fernandes,"Massachusetts Flower Growers' Association, Inc.",2024,Lobbyist,9250.0
1224,John V. Fernandes,"Massachusetts Nursery and Landscape Association, Inc.",2024,Lobbyist,12500.0
1225,John V. Fernandes,"Sira Naturals, Inc.",2024,Lobbyist,36000.0
1226,John V. Fernandes,Total salaries received,2024,Lobbyist,124899.0
1227,"Ferriter Scobbo & Rodophele, PC",Council for Responsible Nutrition,2024,Lobbyist Entity,18000.0
1228,"Ferriter Scobbo & Rodophele, PC","Municipal Electric Association of Massachusetts, Inc",2024,Lobbyist Entity,40500.0
1229,"Ferriter Scobbo & Rodophele, PC",American Family Life Assurance Co. of Columbus (Aflac),2024,Lobbyist Entity,33000.0
1230,"Ferriter Scobbo & Rodophele, PC",Massachusetts Property Insurance Underwriting Association,2024,Lobbyist Entity,36000.0
1231,"Ferriter Scobbo & Rodophele, PC","Encore Capital Group, Inc.",2024,Lobbyist Entity,30000.0
1232,"Ferriter Scobbo & Rodophele, PC",Wine Institute,2024,Lobbyist Entity,21000.0
1233,"Ferriter Scobbo & Rodophele, PC",Total salaries received,2024,Lobbyist Entity,178500.0
1234,"FGRHUB, LLC","AGC America, Inc.",2024,Lobbyist Entity,2000.0
1235,"FGRHUB, LLC",Total salaries received,2024,Lobbyist Entity,2000.0
1236,Field First LLC,"RIZE Massachusetts Foundation, Inc.",2024,Lobbyist Entity,48050.0
1237,Field First LLC,"Massachusetts Law Reform Institute, Inc.",2024,Lobbyist Entity,925.0
1238,Field First LLC,"Brazilian Policy Center, Inc.",2024,Lobbyist Entity,0.0
1239,Field First LLC,Total salaries received,2024,Lobbyist Entity,48975.0
1240,Benjamin Fierro,"Association for Behavioral Healthcare, Inc.",2024,Lobbyist,55593.84
1241,Benjamin Fierro,Massachusetts Correctional Legal Services d/b/a Prisoners' Legal Services,2024,Lobbyist,19200.0
1242,Benjamin Fierro,Home Builders and Remodelers Assoc. of Massachusetts,2024,Lobbyist,59314.5
1243,Benjamin Fierro,LSP Association Inc.,2024,Lobbyist,18000.0
1244,Benjamin Fierro,"Greater Boston Legal Services, Inc.",2024,Lobbyist,21000.0
1245,Benjamin Fierro,"MASSACHUSETTS PSYCHOLOGICAL ASSOCIATION INC., THE",2024,Lobbyist,24000.0
1246,Benjamin Fierro,"American Nurses Association Massachusetts, Inc,",2024,Lobbyist,19263.0
1247,Benjamin Fierro,"Northeast Justice Center, LLC",2024,Lobbyist,18000.0
1248,Benjamin Fierro,Kelston Law Office,2024,Lobbyist,24527.0
1249,Benjamin Fierro,Total salaries received,2024,Lobbyist,258898.34
1250,Thomas Michael Finneran,"Cooperative Credit Union Association, Inc.",2024,Lobbyist,18000.0
1251,Thomas Michael Finneran,Pharmaceutical Research and Manufacturers of America Corporation,2024,Lobbyist,36250.04
1252,Thomas Michael Finneran,Baystate Racing LLC,2024,Lobbyist,30000.0
1253,Thomas Michael Finneran,Alliance to Protect Nantucket Sound Inc,2024,Lobbyist,0.0
1254,Thomas Michael Finneran,Vertex Pharmaceuticals Incorporated,2024,Lobbyist,60000.0
1255,Thomas Michael Finneran,"Colonial Power Group, Inc.",2024,Lobbyist,5000.0
1256,Thomas Michael Finneran,"Massachusetts Coalition of Nurse Practitioners, Inc.",2024,Lobbyist,0.0
1257,Thomas Michael Finneran,CHIM INC,2024,Lobbyist,0.0
1258,Thomas Michael Finneran,Total salaries received,2024,Lobbyist,149250.04
1259,Robert C Finneran,Sprinkler Fitters Local 550,2024,Lobbyist,36000.0
1260,Robert C Finneran,Total salaries received,2024,Lobbyist,36000.0
1261,Fitch Law Partners LLP,"Hometown America, L.L.C.",2024,Lobbyist Entity,1666.0
1262,Fitch Law Partners LLP,Total salaries received,2024,Lobbyist Entity,1666.0
1263,Jennifer Flanagan,Cresco Labs Inc.,2024,Lobbyist,15000.0
1264,Jennifer Flanagan,Total salaries received,2024,Lobbyist,15000.0
1265,Jennifer Flanagan,"Cognivue, Inc.",2024,Lobbyist,12500.0
1266,Fort Point Strategies LLC,"Western Union Financial Services, Inc.",2024,Lobbyist Entity,15000.0
1267,Fort Point Strategies LLC,"National Strategies, LLC",2024,Lobbyist Entity,15000.0
1268,Fort Point Strategies LLC,"New Benevis Smiles, LLC",2024,Lobbyist Entity,12000.0
1269,Fort Point Strategies LLC,Consumer Data Industry Association,2024,Lobbyist Entity,27750.0
1270,Fort Point Strategies LLC,"New England Pest Control Association, Inc.",2024,Lobbyist Entity,15750.0
1271,Fort Point Strategies LLC,TOMRA Mass LLC,2024,Lobbyist Entity,11000.0
1272,Fort Point Strategies LLC,Association of Social Work Boards,2024,Lobbyist Entity,0.0
1273,Fort Point Strategies LLC,Parallel Products,2024,Lobbyist Entity,15000.0
1274,Fort Point Strategies LLC,"American Express Travel Related Services Company, Inc.",2024,Lobbyist Entity,30500.0
1275,Fort Point Strategies LLC,"American Honda Motor Co., Inc.",2024,Lobbyist Entity,27500.0
1276,Fort Point Strategies LLC,Haleon US Holdings LLC,2024,Lobbyist Entity,24000.0
1277,Fort Point Strategies LLC,"Fiserv, Inc.",2024,Lobbyist Entity,21000.0
1278,Fort Point Strategies LLC,Total salaries received,2024,Lobbyist Entity,214500.0
1279,Anthony Joseph Gallagher,CITGO Petroleum Corporation,2024,Lobbyist,70000.0
1280,Anthony Joseph Gallagher,"Neutron Holdings, Inc.",2024,Lobbyist,36000.0
1281,Anthony Joseph Gallagher,Total salaries received,2024,Lobbyist,106000.0
1282,Nomita Ganguly,"Northeast Energy Efficiency and Electrification Council, Inc.",2024,Lobbyist,7000.0
1283,Nomita Ganguly,National Chapter of Elder Law Attorneys MA Chapter,2024,Lobbyist,15000.0
1284,Nomita Ganguly,MassPACE Association,2024,Lobbyist,4500.0
1285,Nomita Ganguly,Massachusetts Association of Councils on Aging & Senior Center Directors,2024,Lobbyist,6600.0
1286,Nomita Ganguly,Total salaries received,2024,Lobbyist,33100.0
1287,Kevin B. Gilnack,"The EON Foundation, Inc.",2024,Lobbyist,3650.0
1288,Kevin B. Gilnack,Black Economic Council of Massachusetts,2024,Lobbyist,21250.0
1289,Kevin B. Gilnack,Total salaries received,2024,Lobbyist,24900.0
1290,Guy W. Glodis,"Alliance of Automotive Service Providers of Massachusetts, Inc.",2024,Lobbyist,18000.0
1291,Guy W. Glodis,Massachusetts Correction Officers Federated Union,2024,Lobbyist,51000.0
1292,Guy W. Glodis,"New England Chapter of the American Society of Home Inspectors, Inc.",2024,Lobbyist,11000.0
1293,Guy W. Glodis,"Brennan's Smoke Shop, Inc.",2024,Lobbyist,10800.0
1294,Guy W. Glodis,"Massachusetts Cemetery Association, Inc.",2024,Lobbyist,9000.0
1295,Guy W. Glodis,"Massachusetts Concrete & Aggregate Producers Association, Inc.",2024,Lobbyist,18000.0
1296,Guy W. Glodis,"Taylor Brothers Doorlock, LLC",2024,Lobbyist,24000.0
1297,Guy W. Glodis,Enbridge ( U. S. ) Inc.,2024,Lobbyist,15000.0
1298,Guy W. Glodis,"Statewide Towing Association, Inc.",2024,Lobbyist,7500.0
1299,Guy W. Glodis,"LAN-TEL COMMUNICATIONS, INC.",2024,Lobbyist,21000.0
1300,Guy W. Glodis,Total salaries received,2024,Lobbyist,185300.0
1301,Guy W. Glodis,"Massachusetts Chief Probation Officers Association, Inc.",2024,Lobbyist,6000.0
1302,Kristine A Glynn,"Barteca Holdings, LLC",2024,Lobbyist,6875.0
1303,Kristine A Glynn,"Catie's Closet, Inc",2024,Lobbyist,15000.0
1304,Kristine A Glynn,Children's Services of Roxbury Inc.,2024,Lobbyist,15000.0
1305,Kristine A Glynn,Hope & Comfort,2024,Lobbyist,15000.0
1306,Kristine A Glynn,Total salaries received,2024,Lobbyist,51875.0
1307,Maureen Glynn,boston police detectives benevolent society,2024,Lobbyist,10800.0
1308,Maureen Glynn,"Cigna Corporate Services, LLC",2024,Lobbyist,27500.0
1309,Maureen Glynn,SEIU 888,2024,Lobbyist,15000.0
1310,Maureen Glynn,"association of american publishers , Inc",2024,Lobbyist,16740.0
1311,Maureen Glynn,Total salaries received,2024,Lobbyist,70040.0
1312,Robert W Golledge Jr,"Reworld Waste, LLC",2024,Lobbyist,50000.0
1313,Robert W Golledge Jr,Total salaries received,2024,Lobbyist,50000.0
1314,Government Insight Group LLC,CV Properties LLC,2024,Lobbyist Entity,0.0
1315,Government Insight Group LLC,Kerbey Harrington  LLP,2024,Lobbyist Entity,90000.0
1316,Government Insight Group LLC,Cabot Corporation,2024,Lobbyist Entity,135000.0
1317,Government Insight Group LLC,Telecommunications Insight Group Inc,2024,Lobbyist Entity,90000.0
1318,Government Insight Group LLC,Total salaries received,2024,Lobbyist Entity,315000.0
1319,"Governmental Strategies, Inc.","Hospice & Palliative Care Federation of Massachusetts, Incorporated",2024,Lobbyist Entity,16490.0
1320,"Governmental Strategies, Inc.",Brockton Area Multi-Services Inc,2024,Lobbyist Entity,7050.0
1321,"Governmental Strategies, Inc.",Massachusetts Legal Assistance Corporation,2024,Lobbyist Entity,57500.0
1322,"Governmental Strategies, Inc.",Mass Family Planning Association,2024,Lobbyist Entity,15000.0
1323,"Governmental Strategies, Inc.",Home Care Aide Council,2024,Lobbyist Entity,25666.62
1324,"Governmental Strategies, Inc.",Massachusetts Veterinary Technician Association,2024,Lobbyist Entity,30000.0
1325,"Governmental Strategies, Inc.","Regional Housing Network of Massachusetts, Inc.",2024,Lobbyist Entity,14175.0
1326,"Governmental Strategies, Inc.","Infant Toddler Advocates, Inc.",2024,Lobbyist Entity,40000.0
1327,"Governmental Strategies, Inc.","Young Women's Christian Association of Boston, Inc.",2024,Lobbyist Entity,13889.0
1328,"Governmental Strategies, Inc.","YWCA Central Massachusetts, Inc.",2024,Lobbyist Entity,3889.0
1329,"Governmental Strategies, Inc.","YWCA Northeastern Massachusetts, Inc.",2024,Lobbyist Entity,3889.0
1330,"Governmental Strategies, Inc.",Young Women's Christian Association of Lowell,2024,Lobbyist Entity,3889.0
1331,"Governmental Strategies, Inc.",The Cambridge Young Women's Christian Association,2024,Lobbyist Entity,3889.0
1332,"Governmental Strategies, Inc.",Young Women's Christian Association of Newburyport,2024,Lobbyist Entity,3889.0
1333,"Governmental Strategies, Inc.",YWCA Malden,2024,Lobbyist Entity,3889.0
1334,"Governmental Strategies, Inc.",YWCA OF WESTERN MA,2024,Lobbyist Entity,0.0
1335,"Governmental Strategies, Inc.","YWCA of Southeastern Massachusetts, Inc.",2024,Lobbyist Entity,3889.0
1336,"Governmental Strategies, Inc.",Total salaries received,2024,Lobbyist Entity,246993.62
1337,Kevin M Grant,Biotechnology Innovation Organization (BIO),2024,Lobbyist,30000.0
1338,Kevin M Grant,"Copart of Connecticut, Inc.",2024,Lobbyist,18000.0
1339,Kevin M Grant,James Hardie Building Products Inc.,2024,Lobbyist,18000.0
1340,Kevin M Grant,"Scheidt & Bachmann USA, Inc.",2024,Lobbyist,39000.0
1341,Kevin M Grant,"Syngenta Crop Protection, LLC",2024,Lobbyist,9000.0
1342,Kevin M Grant,"AMERICA'S HEALTH INSURANCE PLANS, INC.",2024,Lobbyist,34500.0
1343,Kevin M Grant,"Anthony Properties Realty, Inc.",2024,Lobbyist,30000.0
1344,Kevin M Grant,Visa Global Services Inc.,2024,Lobbyist,30000.0
1345,Kevin M Grant,Philips North America LLC,2024,Lobbyist,48000.0
1346,Kevin M Grant,RISE (Responsible Industry for a Sound Environment),2024,Lobbyist,15000.0
1347,Kevin M Grant,Bank of America Corporation,2024,Lobbyist,57000.0
1348,Kevin M Grant,"ISO New England, Inc.",2024,Lobbyist,45000.0
1349,Kevin M Grant,Jane Doe Inc. The Massachusetts Coalition Against Sexual Assault and Domestic Violence,2024,Lobbyist,24000.0
1350,Kevin M Grant,"CropLife America, Inc.",2024,Lobbyist,12500.0
1351,Kevin M Grant,"AT&T Services, Inc.",2024,Lobbyist,45000.0
1352,Kevin M Grant,"The Massachusetts League of Community Health Centers, Inc.",2024,Lobbyist,24000.0
1353,Kevin M Grant,"Tough Stuff Recycling, LLC",2024,Lobbyist,8000.0
1354,Kevin M Grant,"Concord Coach Lines, Inc",2024,Lobbyist,12000.0
1355,Kevin M Grant,"Jalbert Leasing, Inc.",2024,Lobbyist,18000.0
1356,Kevin M Grant,"National Pork Producers Council, Inc",2024,Lobbyist,24000.0
1357,Kevin M Grant,"New England Convenience Store and Energy Marketers Association, Inc.",2024,Lobbyist,34800.0
1358,Kevin M Grant,"Metroplex Energy, Inc.",2024,Lobbyist,30000.0
1359,Kevin M Grant,Gainwell Technologies LLC,2024,Lobbyist,48000.0
1360,Kevin M Grant,Total salaries received,2024,Lobbyist,653800.0
1361,"H + Z Strategies, LLC","Boston Public Market Association, Inc.",2024,Lobbyist Entity,15000.0
1362,"H + Z Strategies, LLC",Total salaries received,2024,Lobbyist Entity,15000.0
1363,"H + Z Strategies, LLC","Planned Parenthood Advocacy Fund, Inc.",2024,Lobbyist Entity,7000.0
1364,Jack Habib,Liberty Utilities (New England Natural Gas Company) Corp.,2024,Lobbyist,36000.0
1365,Jack Habib,Total salaries received,2024,Lobbyist,36000.0
1366,Pierce J Haley,"Brain Injury Association of Massachusetts, Inc.",2024,Lobbyist,15000.0
1367,Pierce J Haley,"The Carpet and Rug Institute, Inc.",2024,Lobbyist,10000.0
1368,Pierce J Haley,Progressive Casualty Insurance Company,2024,Lobbyist,24249.99
1369,Pierce J Haley,"MERSCorp Holdings, Inc.",2024,Lobbyist,21000.0
1370,Pierce J Haley,"Boston CASA, Inc.",2024,Lobbyist,0.0
1371,Pierce J Haley,Clean Fuels Alliance America Corporation,2024,Lobbyist,58750.0
1372,Pierce J Haley,Northeastern University,2024,Lobbyist,60000.0
1373,Pierce J Haley,"Meta Platforms, Inc.",2024,Lobbyist,36000.0
1374,Pierce J Haley,"FamilyAid Boston, Inc.",2024,Lobbyist,0.0
1375,Pierce J Haley,Bayer U.S. LLC,2024,Lobbyist,30000.0
1376,Pierce J Haley,Personal Care Products Council,2024,Lobbyist,15000.0
1377,Pierce J Haley,"Sunbeam Products, Inc.",2024,Lobbyist,37500.0
1378,Pierce J Haley,"Distilled Spirits Council of the United States, Inc.",2024,Lobbyist,22500.0
1379,Pierce J Haley,"Global Business Alliance, Inc.",2024,Lobbyist,0.0
1380,Pierce J Haley,Grubhub Inc.,2024,Lobbyist,60000.0
1381,Pierce J Haley,"Household & Commercial Products Association, Inc.",2024,Lobbyist,20000.0
1382,Pierce J Haley,"Intuit, Inc.",2024,Lobbyist,14000.0
1383,Pierce J Haley,"Flint Hills Resources, Limited Partnership",2024,Lobbyist,6000.0
1384,Pierce J Haley,International Sleep Products Association,2024,Lobbyist,31500.0
1385,Pierce J Haley,"American Promotional Events, Inc. - East",2024,Lobbyist,15000.0
1386,Pierce J Haley,"American Forest & Paper Association, Inc.",2024,Lobbyist,32500.0
1387,Pierce J Haley,"Home Depot U. S. A. , Inc.",2024,Lobbyist,30000.0
1388,Pierce J Haley,"Consumer Technology Association, Inc.",2024,Lobbyist,38000.0
1389,Pierce J Haley,Georgia-Pacific Limited Liability Company,2024,Lobbyist,24000.0
1390,Pierce J Haley,Dart Container Sales Company LLC,2024,Lobbyist,30000.0
1391,Pierce J Haley,"Massachusetts Assisted Living Association, Inc.",2024,Lobbyist,60000.0
1392,Pierce J Haley,"Enterprise Rent-A-Car Company of Boston, LLC",2024,Lobbyist,45000.0
1393,Pierce J Haley,Total salaries received,2024,Lobbyist,735999.99
1394,Pierce J Haley,"Salesforce.com, Inc.",2024,Lobbyist,3500.0
1395,Kenneth Halloran,"The Massachusetts League of Community Health Centers, Inc.",2024,Lobbyist,21000.0
1396,Kenneth Halloran,East Boston Neighborhood Health Center,2024,Lobbyist,12375.0
1397,Kenneth Halloran,"Harbor Health Services, Inc.",2024,Lobbyist,15000.0
1398,Kenneth Halloran,Pharmaceutical Care Management Association Corporation,2024,Lobbyist,36000.0
1399,Kenneth Halloran,PACE Funding Group LLC dba Home Run Financing,2024,Lobbyist,62500.0
1400,Kenneth Halloran,Total salaries received,2024,Lobbyist,146875.0
1401,John F Harrington,"National Strategies, LLC",2024,Lobbyist,75000.0
1402,John F Harrington,Semperis Inc.,2024,Lobbyist,48000.0
1403,John F Harrington,"Vicinity Energy, LLC",2024,Lobbyist,0.0
1404,John F Harrington,"Pure Storage, Inc.",2024,Lobbyist,0.0
1405,John F Harrington,xfact inc,2024,Lobbyist,45000.0
1406,John F Harrington,Total salaries received,2024,Lobbyist,168000.0
1407,Mary Ann Hart,Fenway Community Health Center,2024,Lobbyist,8739.34
1408,Mary Ann Hart,"Massachusetts Society of Naturopathic Doctors, Inc.",2024,Lobbyist,3750.0
1409,Mary Ann Hart,Total salaries received,2024,Lobbyist,12489.34
1410,Jack Hart,WinnDevelopment Company Limited Partnership,2024,Lobbyist,6500.0
